t_ms,ax,ay,az,gx,gy,gz,roll,pitch,alt_m
92200,1.363,1.669,9.807,-0.2332,0.3775,-0.1214,8.48,-0.28,111.63
92211,1.762,1.244,9.358,0.9571,0.3395,0.0484,9.04,-0.08,111.82
92221,1.232,1.740,9.488,0.9006,0.1625,0.1146,9.57,0.13,111.90
92231,1.434,1.865,9.992,0.2968,-0.1743,0.0278,10.05,0.08,111.80
92240,1.588,0.941,9.783,-0.3909,0.1873,-0.0724,9.86,-0.07,111.75
92251,0.938,1.430,9.651,-0.3085,-0.0068,-0.0364,9.58,0.27,111.78
92260,1.177,1.640,9.481,0.2147,0.0378,-0.0778,9.55,-0.03,111.84
92270,1.459,1.525,9.580,0.1858,-0.0553,-0.0150,9.83,0.28,111.63
92280,1.525,1.401,9.591,-0.5915,-0.7214,-0.0155,9.74,-0.08,111.81
92290,1.777,1.503,9.798,0.2628,0.5709,-0.0654,9.13,-0.57,111.79
92301,1.009,1.469,9.584,0.5073,0.3484,-0.0317,10.02,0.60,111.72
92311,1.193,1.521,9.446,-0.4222,-0.3692,0.0014,9.69,-0.18,111.77
92321,0.790,1.625,9.632,-0.4349,0.2961,0.0310,9.50,0.18,111.72
92331,0.938,1.326,9.957,-0.5528,-0.1732,0.0693,9.19,0.18,111.91
92341,1.641,1.668,9.979,-0.0955,-0.3326,0.1097,8.90,-0.02,111.81
92351,0.995,1.499,9.703,-0.2903,-0.3275,0.0469,9.09,-0.18,111.96
92360,0.830,1.326,9.594,-0.5728,0.3247,-0.0355,8.59,-0.39,111.78
92371,0.941,1.296,9.544,-0.1505,0.2070,-0.0137,8.46,0.18,111.93
92381,0.846,1.556,10.044,-0.2476,-0.0166,0.0383,8.42,-0.14,111.74
92390,0.340,1.140,9.643,-0.5021,0.2137,-0.0525,8.16,0.14,111.84
92401,0.782,0.831,9.731,-0.5500,0.0253,-0.0009,7.83,0.19,111.88
92410,0.995,1.077,9.781,-0.9186,-0.3251,-0.0007,7.52,0.15,111.92
92421,0.559,1.194,10.685,-1.2347,-0.7089,-0.0152,6.77,-0.22,111.72
92430,0.617,1.162,10.344,0.3103,-1.5301,-0.0589,6.12,-0.62,111.81
92441,1.152,1.127,10.794,-0.0652,-2.4172,-0.0292,7.16,-1.98,111.77
92450,0.564,0.710,10.870,-1.5707,-2.7283,-0.0272,6.04,-3.38,111.80
92461,0.945,0.956,11.137,-0.4714,-3.0883,0.0531,5.32,-5.05,111.75
92471,1.749,0.902,11.147,-0.4460,-3.0640,0.0824,5.52,-6.91,111.64
92481,0.861,0.569,11.978,-0.7123,-2.8542,-0.0581,4.79,-8.56,111.72
92491,1.556,0.932,12.373,-0.4684,-2.5832,0.0349,4.70,-10.20,111.76
92500,2.129,0.669,13.110,-1.1664,-2.4043,0.0047,4.22,-11.55,111.78
92510,1.868,0.844,13.922,-1.0744,-2.5824,-0.0300,3.38,-12.97,111.85
92521,2.248,0.136,13.851,-0.7905,-3.5087,0.0007,2.98,-14.51,111.79
92530,2.516,0.434,14.208,-0.3187,-2.9072,0.1010,2.47,-16.98,111.85
92540,1.751,0.343,14.139,-0.7138,-2.7325,-0.0070,2.62,-17.88,111.72
92551,3.114,-0.300,13.605,-0.9799,-2.8131,0.0787,1.61,-20.12,111.76
92561,2.578,0.033,13.072,-0.2778,-2.7903,-0.0585,1.49,-21.11,111.79
92570,3.310,0.704,12.732,-0.8484,-2.8212,0.0074,1.26,-23.29,111.77
92581,3.197,0.063,12.129,-1.1210,-2.0387,0.0549,0.54,-24.32,111.76
92590,3.528,0.415,11.712,-0.3346,-3.5897,-0.0222,0.03,-25.63,111.85
92601,3.574,0.269,10.839,0.0192,-3.0399,0.0638,0.19,-28.43,111.85
92611,3.574,-0.349,10.212,-0.6183,-0.2600,0.0236,0.04,-29.10,111.80
92620,3.737,-0.185,10.137,0.1524,0.6704,0.0001,-0.52,-28.72,111.65
92631,3.671,0.248,9.750,0.1741,1.9425,0.0787,0.20,-28.31,111.69
92640,2.942,-0.279,10.410,0.1381,2.6063,0.0254,-0.34,-26.48,111.98
92651,2.633,-0.001,10.222,0.4315,2.3831,-0.0168,0.35,-25.36,111.64
92661,2.715,-0.485,10.418,-0.4258,2.1889,-0.0505,0.19,-23.70,111.73
92671,2.635,0.269,10.671,0.1191,1.4848,-0.0720,-0.15,-22.82,111.84
92680,2.809,-0.251,10.619,-0.1651,2.0296,0.0185,0.28,-22.02,111.81
92691,2.176,0.078,10.829,0.1471,2.7182,-0.0274,-0.35,-20.48,111.82
92700,1.990,-0.310,11.022,-0.1510,2.1341,-0.0207,0.48,-18.95,111.86
92711,1.345,0.009,11.101,-0.3412,2.0976,0.0496,-0.50,-18.03,111.81
92720,1.030,-0.164,11.281,0.4282,2.1782,-0.0698,0.07,-16.58,111.83
92731,0.809,-0.234,11.809,-0.5035,2.3189,0.1021,0.04,-15.53,111.88
92740,0.708,0.126,11.391,0.4338,2.2021,-0.0881,-0.53,-13.91,111.77
92751,0.762,0.027,11.466,0.5442,1.9205,0.0570,0.52,-13.03,111.85
92761,0.429,-0.214,10.633,-0.8270,2.2694,0.0114,0.08,-11.73,111.75
92771,0.244,0.318,10.764,-0.1085,2.4161,0.0239,-0.44,-10.43,111.85
92780,-0.319,-0.469,10.651,0.5148,2.8667,0.0356,-0.03,-9.00,111.71
92790,-0.311,0.125,10.495,0.2008,2.5817,-0.0538,0.14,-7.15,111.72
92801,-0.403,-0.044,10.020,0.1092,1.6070,-0.0656,0.20,-6.05,111.72
92810,-0.671,0.484,10.255,-0.6021,1.6819,-0.0413,0.23,-5.30,111.80
92821,-1.272,0.040,9.915,-0.2802,1.3795,0.0591,-0.46,-4.16,111.90
92830,-0.666,0.071,9.534,0.9159,1.7081,0.0936,-0.05,-3.76,111.80
92840,-0.700,-0.095,9.277,0.1853,2.4022,0.0677,0.53,-2.22,111.87
92851,-0.791,-0.336,9.174,-0.5359,1.3520,-0.0389,0.17,-1.00,111.73
92861,-1.335,-0.132,8.872,-0.0323,1.6138,-0.0008,-0.05,-0.72,111.68
92871,-1.772,0.025,8.537,-0.1961,1.5971,-0.1026,0.11,0.84,111.89
92881,-1.300,0.026,8.679,-0.1423,1.1008,0.0814,-0.23,1.12,111.70
92890,-1.564,-0.138,8.098,0.2117,1.3879,-0.0156,-0.09,2.09,111.74
92901,-1.394,0.042,7.802,-0.0231,1.4542,-0.0508,0.00,2.70,111.73
92911,-1.597,-0.137,8.274,0.3006,2.0021,0.0572,-0.10,3.77,111.90
92920,-1.522,-0.138,7.784,-0.0760,1.9239,-0.0263,0.35,4.95,111.71
92931,-2.093,0.302,7.875,-0.0167,1.3106,0.0855,-0.18,6.01,111.81
92940,-1.739,0.097,8.445,0.3900,1.8244,0.0339,0.32,6.50,111.70
92951,-2.174,-0.062,8.086,0.0511,1.7957,0.0573,0.23,8.12,111.71
92960,-2.047,0.069,7.900,-0.5346,1.4996,0.0212,0.36,8.57,111.77
92971,-1.765,0.033,7.908,-0.3034,1.7538,0.0286,-0.40,9.86,111.79
92980,-1.718,-0.300,8.118,0.4757,1.4883,0.0083,0.01,10.59,111.75
92990,-2.390,-0.048,8.467,0.2308,1.7814,0.0133,0.19,11.60,111.68
93000,-2.993,0.117,8.841,-0.2287,1.5650,0.0329,0.28,12.61,111.84
93011,-2.596,-0.074,9.436,-0.6438,1.5942,-0.0467,-0.06,13.36,111.80
93021,-2.706,-0.155,9.422,0.4380,1.5182,-0.0154,-0.48,14.42,111.84
93030,-2.679,0.135,9.181,0.8288,-0.2916,0.0026,0.47,15.09,111.75
93041,-1.928,0.187,22.568,0.4440,-2.2213,-0.0279,0.45,14.09,111.83
93050,-1.929,0.190,18.871,0.9770,-3.1024,-0.0590,0.96,12.55,111.85
93060,-2.205,0.286,14.740,0.4357,-2.2819,-0.0038,1.58,10.57,111.76
93070,-1.348,0.452,12.032,0.9478,-1.6799,0.0877,1.48,9.94,111.72
93080,-0.717,0.161,10.594,0.6356,-2.7247,-0.0086,2.65,8.61,111.75
93090,-0.477,0.302,9.347,0.5631,-2.6375,0.0024,2.24,6.82,111.82
93100,0.024,0.177,9.735,0.8241,-2.0109,0.0755,3.27,5.55,111.79
93111,0.047,0.829,9.752,0.3736,-1.8388,0.0461,3.21,4.50,111.95
93121,0.176,0.770,10.060,0.4825,-2.7361,0.0716,3.70,3.46,111.62
93131,0.642,1.179,9.378,0.6201,-2.5715,-0.1127,3.78,1.35,111.67
93140,0.747,0.854,9.609,1.2200,-0.9279,0.0351,4.43,0.53,111.80
93150,1.151,0.388,10.076,0.4832,-0.1900,-0.0357,5.19,0.32,111.82
93160,0.820,0.580,9.624,0.4228,-0.1672,0.1039,4.97,0.29,111.74
93170,0.963,0.802,9.787,0.7947,-0.2255,0.0063,5.69,0.13,111.64
93180,0.745,0.645,9.683,0.1322,-0.5233,0.0422,5.95,-0.00,111.81
93190,1.438,0.923,9.445,0.2616,-0.2160,0.0482,5.87,-0.45,111.85
93201,1.471,1.473,9.516,0.9193,0.5383,0.0258,6.29,-0.27,111.77
93210,1.412,1.025,9.456,0.4872,0.1443,0.0032,6.91,0.14,111.88
93220,1.358,0.666,9.595,0.0765,0.2425,-0.0374,6.85,-0.13,111.76
93230,1.369,1.530,9.565,1.1194,0.3109,0.0377,7.01,0.42,111.84
93240,1.755,1.051,10.200,0.2175,-0.4529,0.1009,8.14,0.22,111.76
93250,1.476,1.064,9.271,-0.0784,-0.1614,0.0156,7.29,-0.12,111.82
93260,1.766,1.673,9.677,0.6351,-0.1861,0.0479,8.08,0.02,111.72
93270,1.343,1.476,9.466,0.3798,0.0655,-0.0254,8.05,-0.31,111.76
93280,1.465,1.266,9.803,0.9888,0.1728,0.0711,8.50,0.10,111.80
93290,1.582,2.178,9.470,0.3138,0.2885,0.0453,9.18,-0.13,111.77
93300,1.396,1.481,9.775,-0.1246,-0.5564,0.0937,8.84,0.40,111.79
93310,2.013,1.249,9.677,0.3980,-0.3838,0.0463,9.02,-0.77,111.77
93321,1.440,1.513,9.726,0.0812,0.4278,0.0382,9.29,-0.02,111.78
93331,1.553,1.804,9.860,0.2947,0.6826,0.0798,9.14,-0.27,111.74
93341,1.065,1.860,9.652,0.2574,0.3043,-0.0864,9.65,0.76,111.73
93351,1.514,1.254,9.870,-0.1309,-1.3161,-0.0451,9.46,0.12,111.77
93361,1.823,1.870,9.493,-0.5017,-0.1696,-0.0729,9.49,-0.74,111.75
93370,1.336,1.190,10.157,0.0392,0.7751,-0.0286,8.87,-0.08,111.64
93380,1.667,1.177,9.561,0.0999,0.0272,0.0230,9.55,0.12,111.80
93390,1.485,1.760,9.676,-0.4599,-0.0250,-0.0629,9.00,-0.04,111.73
93401,1.902,1.575,9.390,-0.0424,0.1372,0.0205,9.02,0.07,111.52
93410,1.121,1.239,9.714,0.3435,-0.2380,-0.0001,9.00,0.12,111.79
93420,0.924,1.364,9.940,0.1252,-0.4209,-0.0138,9.41,-0.22,111.86
93431,1.444,1.724,9.482,-0.2948,0.3954,-0.0024,9.13,-0.36,111.63
93441,1.102,1.379,9.368,-0.3570,0.7839,-0.0353,9.04,0.22,111.74
93450,0.849,1.331,9.578,-0.1446,-0.1447,0.1280,8.75,0.57,111.82
93461,1.235,1.343,9.568,-0.3723,-0.5407,0.0564,8.86,0.02,111.76
93470,0.962,1.538,10.292,-0.4505,-0.0216,0.0474,8.31,-0.05,111.75
93480,1.024,1.583,9.488,-0.2195,0.3360,-0.0414,8.35,-0.01,111.68
93491,0.789,1.546,10.124,-0.4557,-0.5257,-0.0408,8.07,0.33,111.91
93500,0.549,0.932,9.834,-0.4286,-0.1198,0.0178,7.80,-0.53,111.81
93511,0.670,0.966,9.572,-0.4541,-0.4371,-0.0853,7.54,0.18,111.87
93520,0.666,1.326,9.649,-0.4192,0.1333,0.0580,7.28,-0.98,111.65
93530,0.553,1.579,9.830,-0.6192,0.4780,0.0038,7.10,0.34,111.84
93540,0.462,0.837,10.051,-1.0921,-1.5405,0.0035,6.52,-0.39,111.65
93550,0.890,1.400,10.453,-0.5494,-2.5388,-0.0506,5.80,-1.41,111.82
93560,0.610,0.939,9.882,-0.1717,-2.9098,-0.0007,5.83,-3.28,111.76
93571,0.733,1.147,10.486,-0.4047,-2.5384,0.0355,5.62,-4.74,111.75
93580,0.828,0.872,10.632,-0.6219,-3.0063,-0.0887,5.33,-6.20,111.74
93591,1.083,0.864,11.730,-0.5534,-3.2427,0.0222,4.90,-8.17,111.74
93601,1.509,0.707,12.050,-0.8066,-2.2568,-0.0610,4.68,-9.91,111.78
93610,1.698,0.715,12.819,-0.8925,-2.4599,-0.0869,3.95,-10.77,111.64
93620,1.944,0.586,13.135,-0.4135,-2.3935,0.0519,3.65,-12.75,111.82
93631,2.218,0.580,13.277,-0.5548,-2.7964,-0.0090,3.46,-13.50,111.76
93640,2.429,0.128,13.416,-0.7811,-3.3837,0.0183,3.06,-15.88,111.83
93651,2.216,0.480,13.772,-0.7150,-2.8340,-0.0309,2.58,-17.38,111.81
93660,2.263,0.277,13.636,-0.9749,-2.4502,0.0566,2.25,-19.15,111.75
93671,2.403,0.123,13.497,-1.1240,-2.0399,0.0379,1.45,-20.20,111.79
93680,2.615,0.251,13.288,-0.9180,-3.0372,-0.0566,0.97,-21.49,111.79
93690,3.429,-0.200,12.024,0.0335,-3.5393,0.0315,0.43,-23.69,111.73
93700,3.339,0.174,11.583,-0.0741,-2.8580,-0.0316,0.98,-25.56,111.88
93710,3.404,0.164,10.310,-1.0017,-2.9065,-0.0385,0.34,-26.95,111.90
93721,3.825,-0.340,10.701,-0.2142,-1.7287,-0.0129,-0.17,-28.90,111.67
93730,4.098,-0.102,10.069,0.3281,0.0667,0.0395,0.11,-28.93,111.76
93741,3.429,0.277,9.753,-0.4021,1.2715,0.0188,0.17,-28.82,111.81
93751,3.428,-0.356,10.076,-0.0943,1.5061,0.0625,-0.35,-27.49,111.81
93760,3.108,-0.550,10.609,0.6048,2.1740,-0.0155,0.05,-27.09,111.86
93771,2.884,0.282,10.225,-0.3202,2.7362,-0.0179,0.31,-25.01,111.76
93781,2.812,-0.025,10.263,0.0313,1.7775,-0.0499,-0.32,-23.95,111.69
93791,2.570,0.584,10.130,0.2637,2.4445,-0.0484,0.35,-22.97,111.77
93800,2.428,0.197,10.655,-0.3820,2.2433,-0.0240,0.03,-21.18,111.77
93810,1.827,0.108,10.982,-0.4748,2.0092,0.0205,-0.07,-20.40,111.83
93820,1.917,-0.635,10.891,0.4805,2.7570,0.0501,-0.50,-18.87,111.66
93831,1.456,-0.222,11.340,0.2393,1.6102,0.0748,0.48,-17.24,111.67
93840,1.597,-0.318,11.318,-0.7848,2.4411,0.0271,-0.23,-17.03,111.74
93851,1.053,-0.193,11.291,0.0060,2.8514,-0.1024,-0.39,-14.41,111.78
93861,0.689,-0.404,11.676,0.4883,1.3159,0.0397,-0.24,-13.78,111.79
93870,0.803,-0.048,11.412,-0.4896,1.6166,-0.0144,0.17,-12.88,111.68
93880,0.936,-0.040,11.298,0.1381,1.7643,-0.0162,-0.75,-11.92,111.69
93891,0.167,-0.357,11.258,-0.0686,1.8384,0.0071,0.35,-10.84,111.86
93900,0.008,-0.310,11.505,-0.3601,2.2825,-0.0020,-0.77,-9.81,111.75
93910,-0.286,-0.432,10.514,0.5072,2.1263,-0.0016,-0.08,-8.23,111.70
93921,-0.603,0.154,10.294,0.5138,2.2200,0.0273,-0.18,-7.42,111.68
93931,-0.816,0.506,10.285,0.4137,3.1524,-0.0247,0.51,-5.71,111.76
93941,-0.665,0.121,10.537,-0.4301,1.6409,0.0038,0.29,-3.82,111.70
93951,-0.380,-0.236,9.952,-0.1339,0.6950,0.0163,0.01,-3.84,111.71
93961,-1.030,0.529,9.307,-0.1440,1.5593,-0.0803,0.18,-3.03,111.81
93971,-0.932,-0.059,8.696,0.1784,1.8531,0.0292,-0.15,-2.05,111.73
93980,-1.249,0.194,8.741,0.1775,2.2799,-0.1331,0.37,-0.92,111.83
93990,-1.475,-0.200,8.514,-0.1726,1.9365,-0.0404,0.06,0.53,111.67
94001,-1.347,0.578,8.446,-0.0121,0.8844,-0.0092,0.18,1.30,111.76
94010,-1.384,-0.164,8.097,0.1044,1.5077,-0.0183,0.05,1.53,111.68
94020,-1.561,0.105,7.778,-0.0160,2.0764,-0.0490,0.25,3.00,111.74
94031,-1.379,0.134,7.499,-0.1814,1.2047,-0.0247,0.05,3.86,111.79
94041,-1.192,-0.237,7.779,0.4163,1.1155,0.0691,0.03,4.37,111.47
94051,-1.794,-0.146,7.775,-0.0199,1.7736,-0.0464,0.55,5.13,111.77
94060,-2.163,-0.077,7.616,-0.1028,1.5162,-0.0281,-0.01,6.40,111.77
94071,-1.759,-0.430,7.629,-0.1317,1.6265,0.0988,0.47,6.87,111.78
94081,-1.654,-0.055,8.174,-0.5649,1.8089,-0.0141,-0.17,8.23,111.79
94090,-2.140,0.322,7.804,0.2726,1.2710,-0.0524,-0.14,8.99,111.76
94101,-2.214,0.100,7.847,-0.0413,1.4758,0.0183,0.15,9.67,111.70
94111,-2.191,-0.029,8.564,-0.1871,1.2822,-0.0418,-0.19,10.70,111.79
94121,-1.943,0.197,8.530,-0.5708,1.0784,0.0171,-0.07,11.11,111.79
94130,-2.645,-0.337,8.786,-0.0561,1.7268,-0.0464,-0.80,11.96,111.71
94140,-2.240,0.069,8.827,0.5552,2.0054,0.0523,-0.18,13.09,111.77
94151,-2.452,-0.139,9.469,0.7122,1.2626,0.0230,-0.17,14.25,111.71
94161,-2.433,-0.093,9.327,0.5191,-0.8068,-0.0092,0.64,14.56,111.81
94170,-2.485,-0.173,22.791,0.0652,-2.2854,-0.0208,0.41,13.33,111.78
94180,-1.464,0.255,18.948,0.6852,-2.3246,0.0599,0.72,11.94,111.66
94191,-1.615,0.562,14.988,0.3926,-1.8188,0.0613,1.17,10.67,111.71
94201,-1.199,0.217,12.852,0.7511,-1.9471,-0.0336,1.22,9.85,111.77
94210,-0.770,0.601,13.640,1.0740,-2.0788,0.0421,2.00,8.42,111.71
94220,-1.057,0.362,16.512,0.8090,-1.8237,-0.0681,2.43,7.45,111.76
94230,-0.401,0.240,18.913,0.3402,-1.9879,-0.0937,2.93,6.38,111.73
94240,-0.252,0.400,17.455,0.5254,-2.7626,0.0947,2.82,5.18,111.76
94251,0.652,0.587,13.471,0.6916,-2.3657,0.1003,3.55,3.16,111.81
94260,0.306,0.712,10.821,0.7177,-1.9266,-0.0227,3.63,2.47,111.62
94270,0.444,0.823,10.029,0.8041,-2.1146,-0.0229,4.37,0.94,111.72
94281,1.383,0.609,9.778,0.0323,-0.7124,0.0056,4.54,0.02,111.76
94291,0.769,0.642,9.651,0.7174,-0.6000,0.0436,4.41,0.14,111.78
94301,1.190,0.941,10.419,0.4476,-0.1330,0.0162,5.35,-0.67,111.76
94310,1.190,0.608,10.170,0.3164,0.2094,-0.0439,4.93,-0.00,111.52
94321,1.595,0.622,9.307,1.1477,-0.0457,0.0003,5.71,-0.39,111.63
94331,1.279,0.798,9.611,0.5131,0.3872,-0.0631,6.23,-0.06,111.87
94341,1.549,0.961,9.828,-0.0034,0.4302,0.0376,6.27,0.06,111.83
94351,1.418,1.109,10.142,0.3370,0.2642,-0.0512,6.24,0.40,111.80
94361,1.319,0.732,9.861,0.5851,-0.3904,-0.0723,6.65,0.37,111.67
94370,1.220,0.940,9.192,0.7532,-0.3550,0.0589,6.88,-0.01,111.81
94381,1.228,1.413,9.736,0.6314,-0.3009,0.0401,7.51,-0.04,111.75
94390,1.491,1.642,9.861,-0.1644,0.0988,0.0669,7.64,-0.37,111.87
94401,1.704,1.234,10.078,0.3850,0.1617,-0.0769,7.27,0.06,111.88
94410,1.495,1.572,9.945,0.8283,0.2106,0.0287,8.08,-0.14,111.67
94421,1.341,1.494,9.393,0.1138,0.5361,0.0164,8.22,0.30,111.65
94431,1.396,1.315,9.575,-0.5273,-0.3993,0.0122,8.17,0.51,111.71
94440,1.229,1.249,9.568,0.4068,-0.2400,-0.0751,7.62,-0.12,111.89
94451,1.335,1.668,10.122,0.8415,-0.7354,-0.0062,8.62,0.23,111.89
94461,1.924,1.674,9.992,0.1554,0.1357,-0.0507,8.56,-0.90,111.88
94470,2.109,1.314,10.160,-0.5691,0.7606,0.0052,8.77,0.34,111.84
94480,1.435,1.298,9.560,-0.3190,0.1340,-0.0327,7.87,-0.07,111.76
94491,1.171,1.099,9.754,0.6843,0.1962,-0.0567,8.40,0.49,111.64
94501,1.575,1.436,9.686,-0.0484,-0.5389,-0.0015,8.67,0.14,111.81
94510,1.506,0.930,9.953,0.6069,-0.3814,-0.0186,8.37,-0.10,111.74
94521,1.577,1.349,9.632,-0.1642,0.0778,-0.0139,9.37,-0.32,111.71
94530,1.340,1.232,9.255,-0.5853,-0.0620,-0.0153,8.17,-0.01,111.86
94541,1.433,1.373,9.605,0.5745,0.1824,0.0110,8.69,-0.40,111.68
94551,1.206,1.520,10.336,0.1508,0.5099,-0.0129,8.84,0.23,111.70
94560,1.048,1.826,9.522,-0.2971,-0.2701,-0.0014,8.90,0.17,111.72
94570,0.982,1.581,9.920,-0.5089,0.2723,0.0636,8.48,-0.08,111.64
94581,1.386,1.691,9.698,-0.6076,0.0153,-0.0156,8.31,0.47,111.72
94591,1.020,1.425,9.942,-0.4665,-0.4368,-0.0229,7.82,-0.06,111.67
94600,0.879,1.026,9.809,-0.7379,-0.5216,0.0707,7.76,-0.06,111.78
94610,0.789,1.210,10.207,-0.5123,0.2037,0.0503,7.01,-0.71,111.91
94620,0.475,1.340,9.758,0.1326,0.6431,-0.0274,7.17,0.17,111.78
94631,1.171,1.491,9.761,-0.1066,-0.2441,-0.0790,7.19,0.02,111.76
94640,0.627,0.979,9.759,-0.0657,-0.1156,-0.0016,7.02,-0.12,111.82
94650,0.670,1.170,9.610,-0.2370,0.1450,-0.0995,7.11,-0.10,111.77
94660,0.615,1.139,9.908,-0.9088,0.0231,-0.0577,6.74,0.04,111.81
94671,0.292,1.394,10.201,-0.3572,-0.7553,0.0429,6.01,-0.09,111.81
94680,0.918,0.903,10.367,-0.1252,-1.7495,0.0193,6.35,-0.79,111.78
94691,0.943,1.270,10.494,-1.2746,-2.1962,-0.0097,5.86,-2.07,111.78
94701,0.845,0.720,10.255,-1.1806,-2.2953,0.0120,4.88,-3.31,111.66
94711,0.566,0.679,11.060,-0.1690,-2.8683,0.0498,4.52,-4.71,111.68
94721,1.259,0.793,11.441,0.2574,-2.8701,-0.0179,4.70,-6.61,111.73
94731,1.478,0.805,11.663,-0.3824,-2.7624,-0.0073,4.82,-7.97,111.75
94741,1.282,0.659,12.092,-0.7256,-2.4165,-0.1010,4.22,-9.81,111.72
94751,1.810,0.743,12.594,-0.8747,-2.2559,0.0301,3.98,-10.72,111.67
94761,2.274,0.437,13.367,-0.8081,-3.0313,0.0965,3.18,-12.35,111.74
94771,2.025,0.147,13.228,-0.6336,-2.7858,-0.0631,3.09,-14.18,111.82
94781,2.154,0.129,14.292,-0.6087,-3.4262,-0.0230,2.48,-15.55,111.72
94790,2.814,0.320,13.753,-0.3188,-2.6972,0.0489,2.41,-18.10,111.64
94801,2.040,0.266,13.445,-1.1149,-1.8386,-0.0243,2.11,-18.61,111.80
94810,2.671,0.387,13.752,-1.3003,-2.8809,-0.0617,1.11,-20.22,111.82
94820,3.325,-0.106,12.774,-0.8434,-3.2958,0.0568,0.64,-21.95,111.80
94831,3.400,-0.011,12.488,-0.1970,-2.3102,0.0098,0.13,-23.98,111.96
94841,3.126,-0.020,11.940,0.1564,-2.3153,0.0092,0.41,-24.64,111.76
94851,3.191,-0.120,11.006,-0.3099,-2.6714,0.0676,0.30,-26.57,111.71
94861,3.732,0.147,10.573,-0.2176,-2.1953,-0.0109,0.05,-27.67,111.69
94871,3.903,0.210,10.079,0.0044,-1.1417,0.0296,0.05,-29.14,111.84
94881,3.754,0.065,10.425,-0.2371,1.0231,-0.0032,0.02,-29.00,111.69
94890,3.218,0.233,9.798,0.2396,1.7998,-0.0203,-0.24,-27.95,111.80
94900,3.635,0.191,9.892,0.3702,1.7582,-0.0010,0.28,-26.93,111.79
94911,2.904,0.109,10.719,0.1087,2.1812,0.0071,0.18,-25.89,111.80
94920,2.561,-0.199,10.331,0.2448,1.8918,-0.0146,0.40,-24.40,111.87
94931,2.489,0.490,10.362,-0.2772,2.0379,0.0781,0.52,-23.67,111.88
94941,2.544,0.125,10.435,-0.7197,2.5284,-0.0165,0.05,-22.04,111.79
94950,1.927,0.181,10.948,-0.0408,2.3540,-0.0303,-0.30,-20.79,111.78
94960,1.883,-0.221,11.212,0.2647,2.3475,0.0252,0.01,-19.36,111.86
94971,1.782,0.197,11.420,-0.2763,2.1900,0.0337,0.01,-18.07,111.74
94981,0.997,-0.269,11.171,-0.3957,1.2555,-0.0657,-0.26,-16.88,111.88
94990,1.085,0.198,11.193,0.3265,1.7242,-0.0640,-0.42,-16.65,111.77
95000,1.052,0.019,11.179,0.3106,2.4281,0.0425,0.15,-14.85,111.83
95010,0.973,-0.148,11.164,-0.1262,2.2448,-0.0172,-0.05,-13.87,111.81
95020,0.385,0.276,10.998,-0.1783,1.9721,0.0002,0.03,-12.23,111.69
95031,0.466,0.118,10.802,-0.1938,2.2755,0.0348,-0.26,-11.60,111.87
95040,-0.405,0.078,11.085,0.2378,3.2358,0.0055,-0.17,-9.61,111.77
95050,-0.059,0.200,11.119,-0.0313,1.8893,0.0068,-0.03,-7.89,111.81
95060,-0.377,-0.234,10.862,-0.1305,1.9356,0.0468,-0.21,-7.43,111.81
95071,-0.539,0.038,10.566,-0.4561,2.2662,-0.0898,-0.19,-5.69,111.76
95080,-0.870,0.243,10.294,0.4546,1.7679,-0.0117,-0.73,-4.83,111.74
95091,-0.402,-0.256,10.044,0.6517,1.4050,0.0001,0.29,-3.66,111.88
95100,-0.475,0.138,9.969,-0.1712,1.3820,-0.0284,0.01,-3.23,111.94
95111,-0.769,-0.195,9.175,0.0223,1.2088,0.0983,0.11,-2.07,111.69
95121,-0.722,-0.360,8.895,-0.3030,1.2305,0.1042,0.03,-1.87,111.80
95130,-0.740,0.117,8.446,0.2783,2.0890,0.0458,-0.21,-0.69,111.75
95141,-1.188,-0.065,8.592,0.3169,1.7527,-0.0052,0.38,0.52,111.87
95151,-1.607,0.213,8.068,-0.1841,1.2164,0.1300,0.17,1.34,111.75
95160,-1.404,0.280,8.047,-0.1527,1.1094,0.0811,0.15,1.93,112.00
95171,-1.304,-0.241,7.888,-0.0818,1.2245,0.0384,-0.02,2.60,111.86
95181,-1.418,-0.333,7.602,0.1563,1.6211,0.0046,0.05,3.37,111.71
95190,-2.142,-0.023,7.567,-0.0770,1.8674,-0.0300,0.18,4.45,111.65
95200,-2.261,-0.061,8.326,-0.1582,1.6569,0.0062,-0.05,5.52,111.77
95211,-1.825,0.477,7.675,-0.4053,1.4132,-0.0927,-0.01,6.34,111.78
95220,-2.180,0.098,7.861,0.1501,1.5532,-0.0236,-0.48,7.15,111.84
95230,-1.884,-0.408,7.476,0.5167,1.5773,0.0287,0.14,8.12,111.79
95241,-1.808,0.073,7.939,0.0739,1.5131,-0.0615,0.12,8.95,111.90
95250,-2.228,0.236,8.525,-0.5534,1.2606,0.0173,0.22,9.83,111.81
95261,-2.117,-0.103,8.627,-0.1174,1.5164,0.0192,-0.51,10.40,111.81
95270,-2.999,0.258,8.145,0.4559,1.5257,-0.0547,0.07,11.61,111.76
95280,-2.083,0.010,9.062,-0.2961,1.2310,0.0618,-0.02,12.14,111.88
95290,-2.183,0.321,9.403,-0.0853,1.7492,-0.0863,-0.25,13.02,111.76
95301,-2.049,0.047,9.291,0.0998,1.9960,0.0633,-0.14,14.12,111.72
